ID,dateTimeMeasured,SampleName,pCO2Ref,pCO2Ref_error,pCO2Sam,pCO2Sam_error,PCellRef,PCellRef_error,PCellSam,PCellSam_error,TCell,TCell_error,d17O,d17OError,d18O,d18OError,Dp17O,Dp17OError,mrMismatch,measurementPeriod
14526,2023-02-25 09:26:46,UYFAR-11L,419.1,0.3,418.9,0.4,41.959,0.002,41.958,0.001,24.536,0.002,18.151,0.006,34.928,0.008,-138.9,5.0,0.2,2023-01-16 to 2023-03-25
14323,2023-01-26 13:20:17,UYFAR-10,416.9,0.3,417.0,0.5,42.194,0.002,42.192,0.001,24.523,0.002,19.076,0.005,36.7,0.006,-134.3,2.8,-0.1,2023-01-16 to 2023-03-25
14325,2023-01-26 18:48:45,UYFAR-10,416.4,0.3,416.6,0.5,42.257,0.002,42.255,0.002,24.52,0.002,19.088,0.006,36.734,0.004,-139.7,3.5,-0.2,2023-01-16 to 2023-03-25
14326,2023-01-26 21:30:09,UYFAR-10,416.4,0.4,416.3,0.5,42.272,0.001,42.27,0.001,24.52,0.002,19.167,0.004,36.87,0.004,-131.3,3.0,0.1,2023-01-16 to 2023-03-25
14232,2023-01-17 15:08:24,NBS19,422.0,0.3,422.3,0.5,41.69,0.002,41.688,0.002,24.529,0.003,20.548,0.016,39.604,0.015,-167.7,8.2,-0.3,2023-01-16 to 2023-03-25
14233,2023-01-17 17:47:00,NBS19,421.6,0.3,421.9,0.5,41.73,0.001,41.728,0.001,24.534,0.003,20.549,0.01,39.594,0.007,-161.8,9.2,-0.3,2023-01-16 to 2023-03-25
14333,2023-01-27 17:43:37,NBS19,416.0,0.3,415.9,0.5,42.36,0.001,42.356,0.001,24.52,0.002,20.373,0.006,39.279,0.004,-173.7,5.8,0.1,2023-01-16 to 2023-03-25
14614,2023-03-07 22:09:19,NBS19,423.6,0.3,423.7,0.5,41.845,0.001,41.844,0.001,24.488,0.003,20.532,0.008,39.557,0.009,-160.1,4.9,-0.1,2023-01-16 to 2023-03-25
14615,2023-03-08 00:47:47,NBS19,423.5,0.3,423.3,0.5,41.896,0.001,41.894,0.001,24.486,0.003,20.524,0.006,39.533,0.008,-155.7,8.7,0.2,2023-01-16 to 2023-03-25
14234,2023-01-17 20:30:46,NBS18,421.2,0.3,421.5,0.5,41.749,0.001,41.747,0.001,24.536,0.002,9.343,0.013,18.029,0.009,-135.3,9.4,-0.3,2023-01-16 to 2023-03-25
14240,2023-01-17 23:10:51,NBS18,420.7,0.3,421.1,0.5,41.783,0.002,41.783,0.002,24.536,0.002,9.488,0.007,18.314,0.006,-139.7,4.7,-0.4,2023-01-16 to 2023-03-25
14291,2023-01-24 13:02:26,NBS18,414.2,0.4,414.0,0.4,42.614,0.002,42.611,0.002,24.524,0.003,9.447,0.014,18.255,0.015,-149.1,7.6,0.2,2023-01-16 to 2023-03-25
14294,2023-01-24 15:43:08,NBS18,414.1,0.3,413.7,0.5,42.612,0.001,42.608,0.003,24.525,0.002,9.645,0.01,18.637,0.011,-150.6,4.8,0.4,2023-01-16 to 2023-03-25
14331,2023-01-27 12:16:04,NBS18,416.7,0.3,416.3,0.5,42.331,0.001,42.33,0.001,24.52,0.003,9.308,0.004,18.001,0.009,-154.9,5.5,0.4,2023-01-16 to 2023-03-25
14332,2023-01-27 14:55:34,NBS18,416.6,0.5,416.4,0.5,42.316,0.001,42.314,0.002,24.521,0.002,9.488,0.007,18.324,0.005,-143.8,6.3,0.2,2023-01-16 to 2023-03-25
14469,2023-02-21 13:44:34,NBS18,417.8,0.3,418.0,0.5,42.378,0.002,42.375,0.001,24.483,0.002,9.312,0.008,17.958,0.014,-128.4,5.9,-0.2,2023-01-16 to 2023-03-25
14472,2023-02-21 16:22:11,NBS18,417.9,0.3,417.9,0.4,42.388,0.001,42.388,0.001,24.479,0.002,9.318,0.006,18.014,0.01,-152.4,4.2,0.0,2023-01-16 to 2023-03-25
14473,2023-02-21 19:11:44,NBS18,417.4,1.4,418.0,0.6,42.347,0.001,42.342,0.001,24.482,0.003,9.312,0.006,17.967,0.011,-133.3,5.4,-0.6,2023-01-16 to 2023-03-25
14553,2023-03-01 06:31:33,NBS18,414.5,0.3,415.1,0.4,42.463,0.002,42.462,0.002,24.524,0.002,9.296,0.006,17.947,0.003,-139.2,4.9,-0.6,2023-01-16 to 2023-03-25
14554,2023-03-01 09:10:16,NBS18,415.0,0.3,415.1,0.5,42.422,0.002,42.42,0.002,24.524,0.003,9.363,0.009,18.086,0.008,-144.1,5.7,-0.1,2023-01-16 to 2023-03-25
14485,2023-02-22 06:00:24,IAEA603,418.8,0.3,418.7,0.4,42.33,0.002,42.327,0.001,24.481,0.002,20.127,0.009,38.788,0.01,-165.2,5.3,0.1,2023-01-16 to 2023-03-25
14505,2023-02-24 03:27:24,IAEA603,420.8,0.3,420.8,0.4,42.04,0.002,42.036,0.002,24.482,0.002,20.374,0.007,39.242,0.014,-154.3,4.4,0.0,2023-01-16 to 2023-03-25
14506,2023-02-24 06:05:35,IAEA603,420.8,0.3,420.7,0.4,42.023,0.001,42.02,0.001,24.484,0.003,20.393,0.008,39.283,0.006,-156.4,5.4,0.1,2023-01-16 to 2023-03-25
14549,2023-02-28 19:43:23,IAEA603,415.6,0.3,415.5,0.5,42.421,0.002,42.421,0.001,24.531,0.002,20.412,0.005,39.32,0.01,-157.0,4.9,0.1,2023-01-16 to 2023-03-25
14550,2023-02-28 22:22:19,IAEA603,415.7,0.3,415.3,0.5,42.395,0.001,42.392,0.001,24.53,0.002,20.362,0.004,39.232,0.007,-161.2,4.2,0.4,2023-01-16 to 2023-03-25
14619,2023-03-08 08:58:29,IAEA603,424.1,0.3,424.0,0.5,41.896,0.002,41.895,0.001,24.486,0.003,20.446,0.008,39.398,0.007,-162.4,4.8,0.1,2023-01-16 to 2023-03-25
14620,2023-03-08 11:35:52,IAEA603,424.4,0.3,424.2,0.5,41.808,0.001,41.806,0.001,24.494,0.005,20.46,0.007,39.422,0.005,-160.9,7.8,0.2,2023-01-16 to 2023-03-25
